label,text
0,"Putumu kok ana ing kene, apa ora melu emboke?"
1,"Ingkang wayah (Wayah panjenengan) kok ana ing kene, apa ora ndherek ibune?"
2,"Putu sampeyan kok wonten ing ngriki, menapa boten tumut embokipun?"
3,"Ingkang wayah (Wayah panjenengan) kok wonten ing ngriki, menapa boten ndherek ibunipun?"
0,Bu Endra mau esuk mlaku-mlaku karo nggandheng putune lanang. 
1,Bu Endra mau esuk tindak-tindak karo nggandheng wayahe kakung.
2,Bu Endra wau enjing mlampah-mlampah kaliyan nggandheng putunipun jaler.
3,Bu Endra wau enjing tindak-tindak kaliyan nggandheng wayahipun kakung.
0,"Prayogane adusa, aja mung raup!"
1,"Prayogane panjenengan siram, aja mung suryan!"
2,"Prayoginipun sampeyan adus, sampun namung raup!"
3,"Prayoginipun panjenengan siram, sampun namung suryan!"
0,"Kowe kok wis duwe rewang, bocah saka ngendi?"
1,"Panjenengan kok wis kagungan abdi, bocah saka ngendi?"
2,"Sampeyan kok sampun gadhah rencang, lare saking pundi?"
3,"Panjenengan kok sampun kagungan abdi, lare saking pundi?"
0,"Embok cilikmu bayen, jare meh wae rewange ora bisa metu."
1,"Ibu cilik panjenengan babaran, ngandikane meh wae tuntunane ora bisa metu"
2,"Embok alit sampeyan bayen, criyosipun meh kemawon rencangipun boten saged medal."
3,"Ibu alit panjenengan babaran, ngandikanipun meh kemawon tuntunanipun boten saged medal."
0,"Nalika jaman panjajahan, wong golek pangan iku rekasa banget."
2,"Nalika jaman panjajahan, tiyang pados tedha menika rekaos sanget."
0,"Pirembug saka pangarsane, manawa perlu duwe gedhong koprasi."
2,"Pirembag saking pangarsanipun, manawi perlu gadhah gedhong koprasi."
0,Para warga padha rembugan arep mbangun gedhong koprasi.
2,Para warga sami rembagan badhe mbangun gedhong koprasi.
0,Kabeh wis sarembug manawa ragade disangga bebarengan.
2,Sadaya sampun sarembag manawi ragadipun dipunsanggi sesarengan.
0,"Prayoga omonga karo ngadeg lan sing sora, supaya dirungu dening para kanca!"
1,"Prayoga panjenengan ngandika karo jumeneng lan sing sora, supaya dipidhanget (dimidhanget) dening para kanca!"
2,"Prayogi sampeyan criyos kaliyan ngadeg lan ingkang sora, supados dipunpireng (dipunmireng) dening para kanca!"
3,"Prayogi panjenengan ngandika kaliyan jumeneng lan ingkang sora, supados dipunpidhanget (dipunmidhanget) dening para kanca!"
0,Bu Arif kerungon saka Mbak Parmi yen Mas Parman arep lunga menyang Eropa.
1,Bu Arif kemidhangetan saka Mbak Parmi yen Mas Parman arep tindak menyang Eropa.
2,Bu Arif kemirengan saking Mbak Parmi yen Mas Parman badhe tindak dhateng Eropa.
3,Bu Arif kemidhangetan saking Mbak Parmi yen Mas Parman badhe tindak dhateng Eropa.
0,"Mbak Parmi anggone kandha sero banget, mula ya kerungu saka ngendi-endi."
1,"Mbak Parmi anggone ngandika sero banget, mula ya kemidhanget saka ngendi-endi."
2,"Mbak Parmi anggenipun criyos sora sanget, mila inggih kemireng saking pundi-pundi."
3,"Mbak Parmi anggenipun ngandika sora sanget, mila inggih kemidhanget saking pundi-pundi."
0,Dadi kabeh wis krungu manawa Mas Parman arep lunga menyang Eropa.
1,Dadi kabeh wis midhanget manawa Mas Parman arep tindak menyang Eropa.
2,Dados sadaya sampun mireng manawi Mas Parman badhe kesah dhateng Eropa.
3,Dados sadaya sampun midhanget manawi Mas Parman badhe tindak dhateng Eropa.
0,"Nanging pangrungune Kakangmu, Mas Parman iku arep lunga menyang Amerika."
1,"Nanging pamidhangete Ingkang Raka, Mas Parman iku arep tindak menyang Amerika."
2,"Nanging pamirengipun Kakang sampeyan, Mas Parman menika badhe kesah dhateng Amerika."
3,"Nanging pamidhangetipun Ingkang Raka, Mas Parman menika badhe tindak dhateng Amerika."
0,Apa Kakangmu kae ora pati rungon?
1,Apa Ingkang Raka kae ora pati midhangetan?
2,Menapa Kakang sampeyan menika boten patos mirengan?
3,Menapa Ingkang Raka menika boten patos midhangetan?
0,"Kaya-kaya ora, nanging ya rungunen dhewe kandhane wong saomah!"
1,"Kaya-kaya ora, nanging ya panjenengan pidhanget dhewe ngandikane wong sadalem!"
2,"Kados-kados boten, nanging inggih sampeyan pireng piyambak criyosipun tiyang sagriya?"
3,"Kados-kados boten, nanging inggih panjenengan pidhanget piyambak ngandikanipun tiyang sadalem."
0,Pak Arif rungon-rungonen swarane Mbak Parmi nalika ngandhakake Mas Parman.
1,Pak Arif midhanget-midhangeten swarane Mbak Parmi nalika ngandikake Mas Parman.
2,Pak Arif mireng-mirengen swantenipun Mbak Parmi nalika nyariyosaken Mas Parman.
3,Pak Arif midhanget-midhangeten swantenipun Mbak Parmi nalika ngandikakaken Mas Parman.
0,"Rungok-rungokna pisan, jarene arep mulih suk sasi apa!"
1,"Panjenengan pidhanget-pidhangetake pisan, ngandikane arep kondur suk sasi apa!"
2,"Sampeyan pireng-pirangaken pisan, criyosipun badhe mantuk benjing wulan menapa!"
3,"Panjenengan pidhanget-pidhangetaken pisan, ngandikanipun badhe kondur benjing wulan menapa!"
0,Bu Darmi arep nyilih klambi sing rupane ijo.
2,Bu Darmi badhe nyambut rasukan ingkang warninipun ijem.
0,"Bu Darmi wenehana mangan, sanajan lawuhe mung sarupa."
2,"Bu Darmi sampeyan sukani nedha, sanajan lawuhipun namung sawarni."
0,Mbak Sulis seneng ndeleng rupamu sing lucu iku.
2,Mbak Sulis remen ningali rupi sampeyan ingkang lucu menika.
0,"Mengko arep ana dhayoh, rupakna suguhan sarupa-rupane!"
2,"Mangke badhe wonten tamu, sampeyan rupekaken segahan sarupi-rupinipun."
0,"Pak Siswa lagi nggambar dirusuhi anake, cet-e banjur wutah."
2,"Pak Siswa saweg nggambar dipunresahi anakipun, cetipun lajeng wutah."
0,Polisi pinatah dening nagara supaya mbrastha sakehing rerusuh.
2,Polisi pinatah dening nagari supados mbrastha sakathahing reresah.
0,"Adhimu kuwi rusuh, klambi reged dilebokake lemari."
2,"Adhi sampeyan menika rusuh, rasukan reged dipunlebetaken lemantun."
0,"Udane iki mau ora sabaene, nganti ing ngendi-endi banjir."
2,"Jawahipun menika wau boten sabaenipun, ngantos ing pundi-pundi bena."
0,"Manawa bebedan, sabukmu sing kenceng!"
1,"Manawa nyampingan, paningset panjenengan sing kenceng!"
2,"Manawi sinjangan, sabuk sampeyan ingkang kenceng!"
3,"Manawi nyampingan, paningset panjenengan ingkang kenceng!"
0,Bukune wacanen saka kaca sepuluh nganti tekan rong-puluh. 
2,Bukunipun sampeyan waos saking kaca sadasa ngantos dumugi kalih-dasa.
0,"Parman bijine ala, sajatine mung saka kurang temen sinaune."
2,"Parman bijinipun awon, sajatosipun namung saking kirang temen sinaunipun."
0,Yen ngusungi pari saka sathithik wae mundhak kabotan!
2,Yen ngusungi pantun saking sakedhik kemawon mindhak kawratan!
0,Salinmu diwadhahi koper iki wae!
2,Santun-sampeyan dipunwadhahi koper menika kemawon!
0,"Dhek biyen jenenge Suminah, saiki salin Sumiyati."
2,"Kala rumiyin namanipun Suminah, samenika gantos Sumiyati."
0,"Sawise nyegur segara, Prabu Dewatacengkar salin wujud dadi baya putih."
2,"Sasampunipun nyegur seganten, Prabu Dewatacengkar gantos wujud dados baya pethak."
0,Pitutur kuna iki isih cocog tumrap para mudha ing jaman samengko.
2,Pitutur kina menika taksih cocog tumrap para mudha ing jaman samenika.
0,"Mung sangka dene kurang ngati-ati, dhuwit samono bisa ilang."
2,"Namung sangking dening kirang ngatos-atos, arta samanten saged ical."
0,Sapa wae sing lulus SMU kena melu tes.
2,Sinten kemawon ingkang lulus SMU kenging tumut tes.
0,Sapa wonge sing ora ngguyu kemekelen yen weruh dheweke ndhagel.
2,Sinten tiyangipun boten gumujeng kemekelen manawi sumerep piyambakipun ndhagel.
0,Anakmu umure telung taun rak wis wayahe disapih.
1,Ingkang putra yuswane telung taun rak wis wayahe dipegeng.
2,Anak sampeyan umuripun tigang taun rak sampun wancinipun dipunsapih.
3,Ingkang putra yuswanipun tigang taun rak sampun wancinipun dipunpegeng.
0,Bocah sing gembeng iku sathithik-sathithik nangis.
2,Lare ingkang gembeng menika sakedhik-sakedhik nangis.
0,Parine usungana sathithik-sathithik suwe-suwe rak rampung!
2,Pantunipun sampeyan usungi sakedhik-sakedhik dangu-dangu rak rampung!
0,"Wah, yen basa Prancis aku ora bisa sathithik-thithika."
2,"Wah, yen basa Prancis kula boten saged sakedhik-kedhika."
0,Yen kepengin bisa basa Prancis perlu sinau sathithik-thithike telung sasi.
2,Yen kepengin saged basa Prancis perlu sinau sakedhik-kedhikipun tigang wulan.
0,"Waleh-waleh apa, sawadine wektu iki aku lagi disrengeni bapak."
2,"Waleh-waleh menapa, sawadosipun wekdal menika kula saweg dipunsrengeni bapak."
0,Kemule dening Dhik Arum diselehake ing peturon.
1,Singebe dening Dhik Arum dicaosake ing pasarean.
2,Kemulipun dening Dhik Arum dipunsukakaken ing patileman.
3,Singebipun dening Dhik Arum dipuncaosaken ing pasarean.
0,Dening Pak Arif kemule diselehake ing dhuwur bantal.
1,Dening Pak Arif singebe diparingake ing dhuwur kajang mustaka.
2,Dening Pak Arif kemulipun dipunsukakaken ing nginggil kajang sirah.
3,Dening Pak Arif singebipun dipunparingaken ing nginggil kajang mustaka.
0,"Dening batur wadon, paturone Sang putri sinelehan kembang kang ambune wangi."
1,"Dening abdi wadon, pasareane Sang putri cinaosan kembang kang gandane wangi."
2,"Dening rencang estri, patilemanipun Sang Putri sinukanan sekar ingkang ambetipun wangi."
3,"Dening abdi estri, pasareanipun Sang Putri cinaosan sekar ingkang gandanipun wangi."
0,"Paturone sing lanang, dening Sang Putri sinelehan kembang kang ambune wangi."
1,"Pasareane sing kakung, dening Sang Putri pinaringan kembang kang gandane wangi."
2,"Patilemanipun ingkang jaler, dening Sang Putri sinukanan sekar ingkang ambetipun wangi."
3,"Pasareanipun ingkang kakung, dening Sang Putri pinaringan sekar ingkang gandanipun wangi."
0,Kembange wis dak-seleh-selehake ing paturone anak-anakmu.
1,Kembange wis adalem caos-caosake ing pasareane putra-putra panjenengan.
2,Sekaripun sampun kula sukak-sukakaken ing patilemanipun anak-anak sampeyan.
3,Sekaripun sampun adalem caos-caosaken ing pasareanipun putra-putra panjenengan.
0,"Kembang ing kranjang iki ora arep endang dak-seleh-selehake, mengko wae ana ing paturonmu."
1,"Kembang ing kranjang iki ora arep endang adalem caos-caosake, mengko wae ana ing pasarean panjenengan."
2,"Sekar ing kranjang menika boten badhe enggal kula sukak-sukakaken, mangke kemawon wonten ing patileman sampeyan."
3,"Sekar ing kranjang menika boten badhe enggal adalem caos-caosaken, mangke kemawon wonten ing pasarean panjenengan."
0,Saiki aku yen nyebut kowe Bu guru ya?
2,Samenika yen kula nyebat sampeyan bu guru inggih?
0,"Kowe iku ora nyebut, wis dadi guru kok isih meneki jambu."
2,"Sampeyan menika boten nyebut, sampun dados guru kok taksih meneki jambet."
0,Pendhapa iki sedheng kanggo lungguhan wong seket.
2,Pendhapa menika cekap kangge lenggahan tiyang seket.
0,"Dak-tuku kaos sing ukurane sedheng, ora gedhe ora cilik."
2,"Kula tumbas kaos ingkang ukuranipun tanggel, boten ageng, boten alit."
0,Padhang bulan ri-sedhengira purnama.
2,Pajar surya/wulan pinuju ing nalikanipun purnama.
0,"Dheweke iku wong ayeman, ora tau sedhih atine."
1,"Panjenengane iku priyayi ayeman, ora tau sekel panggalihe."
2,"Piyambakipun menika tiyang ayeman, boten nate sedhih manahipun."
3,"Panjenenganipun menika priyantun ayeman, boten nate sekel panggalihipun."
0,"Pak Sindu seneng atine, amarga anake mulih kabeh."
1,"Pak Sindu rena panggalihe, amarga putrane kondur kabeh."
2,"Pak Sindu seneng manahipun, amargi anakipun mantuk sadaya."
3,"Pak Sindu rena panggalihipun, amargi putranipun kondur sadaya."
0,"Manawa sikile rigid, prayoga wisuha dhisik!"
1,"Manawa sampeyane reged, prayoga panjenengan wijik dhisik!"
2,"Manawi sukunipun reged, prayogi sampeyan wisuh rumiyin!"
3,"Manawi sampeyanipun reged, prayogi panjenengan wijik rumiyin!"
0,"Yen njoged Kambeng sikutmu sing dhuwur, supaya katon gagah!"
1,"Yen beksa Kambeng siku panjenengan sing dhuwur, supaya katon gagah!"
2,"Yen njoged Kambeng sikut sampeyan ingkang inggil, supados katingal gagah!"
3,"Yen beksa Kambeng siku panjenengan ingkang inggil, supados katingal gagah!"
0,Mas Manta nyilih keris Pak Braja arep kanggo njoged.
1,Mas Manta nyuwun ngampil wangkingan Pak Braja arip kagem beksa.
2,Mas Manta nyambut dhuwung Pak Braja badhe kangge njoged.
3,Mas Manta nyuwun ngampil wangkingan Pak Braja badhe kagem beksa.
0,Pak Braja nyilih sabuk Mas Manta arep kanggo bebedan.
1,Pak Braja mundhut ngampil paningset Mas Manta arep kagem nyampingan.
2,Pak Braja nyambut sabuk Mas Manta badhe kangge bebedan.
3,Pak Braja mundhut ngampil paningset Mas Manta badhe kagem nyampingan.
0,"Pak Guru duwe buku crita apik-apik, disilihi murid-murid."
1,"Pak Guru kagungan buku crita apik-apik, disuwuni ngampil murid-murid."
2,"Pak Guru gadhah buku crita sae-sae, dipunsambuti murid-murid."
3,"Pak Guru kagungan buku crita sae-sae, dipunsuwuni ngampil murid-murid."
0,Bu Siti njaluk marang Aminah supaya disilihi potret nalika kemah.
1,Bu Siti mundhut marang Aminah supaya dicaosi ngampil potret nalika kemah.
2,Bu Siti nedha dhateng Aminah supados dipunsambuti potret nalika kemah.
3,Bu Siti mundhut dhateng Aminah supados dipuncaosi ngampil potret nalika kemah.
0,Aminah diundang Bu Siti arep disilihi potrete nalika kemah.
1,Aminah ditimbali Bu Siti arep dipundhuti ngampil potret nalika kemah.
2,Aminah dipunundang Bu Siti badhe dipunsambuti potretipun nalika kemah.
3,Aminah dipuntimbali Bu Siti badhe dipunpundhuti ngampil potretipun nalika kemah.
0,"Bu Siti duwe kalawarti anyar, Aminah disilihi."
1,"Bu Siti kagungan kalawarti anyar, Aminah diparingi ngampil."
2,"Bu Siti gadhah kalawarti enggal, Aminah dipunsambuti."
3,"Bu Siti kagungan kalawarti enggal, Aminah dipunparingi ngampil."
0,"Pak Ramlan: ”Bu Siti, nyiliha potret nalika kemah sing digawa Pak Jaka!”"
1,"Bu Endah: '’Bu Siti, panjenengan nyuwun ngampil potret nalika kemah sing diampil Pak Jaka!”"
2,"Pak Marta: ”Bu Siti, sampeyan nyambut potret nalika kemah ingkang dipunbekta Pak Jaka!”"
3,"Aminah: ”Bu Siti, panjenengam nyuwun ngampil potret nalika kemah ingkang dipunampil Pak Jaka!”"
0,Untu yen disisig rupane banjur ireng.
1,Waja yen dilathi warnane banjur ireng.
2,Untu yen dipunsisig warnanipun lajeng cemeng.
3,Waja yen dipunlathi warnanipun lajeng cemeng.
0,"Muga-muga bapak, embok, lan adhimu kabeh padha slamet."
1,"Muga-muga rama, ibu, lan ingkang rayi kabeh padha sugeng."
2,"Mugi-mugi bapak, embok, lan adhi sampeyan sadaya sami wilujeng."
3,"Mugi-mugi rama, ibu, lan ingkang rayi sadaya sami sugeng. "
0,"Yen atimu lagi panas, aja srengen marang anak!"
1,"Yen panggalih panjenengan lagi panas, aja duka marang anak!"
2,"Yen manah sampeyan saweg benter, sampun srengen dhateng anak!"
3,"Yen panggalih panjenengan saweg benter, sampun duka dhateng putra!"
0,"Pak Branta duwe gawe, sunatan Dhik Wening anake ragil."
1,"Pak Branta kagungan kersa, tetesan Dhik Wening putrane waruju."
2,"Pak Branta gadhah damel, sunatan Dhik Wening anakipun ragil."
3,"Pak Branta kagungan kersa, tetesan Dhik Wening putranipun waruju."
0,"Sing melu tes bocah satus, mung dipilih loro, suprandene adhimu katut."
2,"Ingkang tumut tes lare satus namung dipunpilih kalih, suprandosipun rayi sampeyan katut."
0,Bolahe disurupake ing bolongan dom.
2,Benangipun dipunserapaken ing bolongan jarum.
0,Surup-surup anake aja diajak ana ing jaba!
2,Serap-serap anakipun sampun dipunajak wonten ing jawi!
0,"Bu Eni omahe kulon kono, saka kene kira-kira mung limang surup."
2,"Bu Eni griyanipun kilen ngriku, saking ngriki kinten-kinten namung gangsal serap."
0,Suwarga iku padunungane sukma-sukma kang wus tampa nugrahaning Pangeran.
2,Suwargi menika padununganipun sukma-sukma ingkang sampun tampi nugrahaning Pangeran.
0,Swargane wong tuwa iku yen anak-anake padha dadi sarta padha bekti.
2,Swarginipun tiyang sepuh menika yen anak-anakipun sami dados sarta sami bekti.
0,"Bu Sasra arep lunga, Mbak Susi takon oleh melu apa ora."
1,"Bu Sasra arep tindak, Mbak Susi nyuwun priksa kepareng ndherek apa ora."
2,"Bu Sasra badhe kesah, Mbak Susi taken angsal tumut menapa boten."
3,"Bu Sasra badhe tindak, Mbak Susi nyuwun priksa kepareng ndherek menapa boten."
0,"Bu Sasra arep lunga, takon Mbak Susi gelem melu apa ora."
1,"Bu Sasra arep tindak, mundhut priksa Mbak Susi, gelem ndherek apa ora."
2,"Bu Sasra badhe kesah, taken Mbak Susi purun tumut menapa boten."
3,"Bu Sasra badhe tindak, mundhut priksa Mbak Susi purun ndherek menapa boten."
0,Temantene arep katampa dening para kadang mengko jam pitu sore.
2,Temantenipun badhe katampi dening para kadang mangke pukul pitu sonten.
0,Adhiku ketampa ana ing SMU I.
2,Adhi kula ketampi wonten ing SMU I.
0,Satampane layang iki banjur tilpuna bapak!
2,Satampinipun serat menika lajeng sampeyan tilpun bapak!
0,"Adhimu mau mrene, nangis-nangis akon nggolekake pagawean."
1,"Ingkang rayi mau tindak mrene, muwun-muwun dhawuh nggolekake pagawean."
2,"Rayi sampeyan wau mriki, nangis-nangis aken madosaken padamelan."
3,"Ingkang rayi wau tindak mriki, muwun-muwun dhawuh madosaken padamelan."
0,"Anakmu wenehana tapel, supaya wetenge kepenak!"
1,"Ingkang putra panjenengan paringi raketan, supaya padharane kepenak!"
2,Anak sampeyan sampeyan sukani tapel supados padharanipun sekeca.
3,"Ingkang putra panjenengan paringi raketan, supados padharanipun sakeca!"
0,"Yen nganggo tapih aja dhuwur-dhuwur, mundhak katon kempole!"
1,"Yen ngagem nyamping aja dhuwur-dhuwur, mundhak katon wentise!"
2,"Yen ngangge sinjang sampun inggil-inggil, mindhak katingal kempolipun!"
3,"Yen ngagem nyamping sampun inggil-inggil, mindhak katingal wentisipun!"
0,Puja pangestumu dak-tarima kanthi agunging panuwun.
2,Puja pangestu sampeyan kula tarimah kanthi agenging panuwun.
0,Ana wong lanang neneka arep golek pagawean. 
2,Wonten tiyang jaler ndhedhateng badhe pados padamelan.
0,"Satekane ing ngomah, banjur menehana layang mrene!"
1,Sarawuhe ing dalem banjur panjenengan maringi layang mrene!
2,"Sadhatengipun ing griya, lajeng sampeyan nyukani serat mriki!"
3,"Sarawuhipun ing dalem, lajeng panjenengan maringi serat mriki!"
0,Enggonmu tekan kene iki mau nunggang apa?
1,Enggon panjenengan rawuh kene iki mau nitih apa?
2,Enggen sampeyan dumugi ngriki menika wau numpak menapa?
3,Enggen panjenengan rawuh ngriki menika wau nitih menapa?
0,Sepure tekan Purwakerta jam loro awan.
2,Sepuripun dumugi Purwakerta pukul kalih siyang.
0,"Jambune dhuwur, gentere ora tekan."
2,"Jambunipun inggil, genteripun boten dumugi."
0,Temantene arep ditemokake mengko jam pitu sore.
2,Temantenipun badhe dipunpanggihaken mangke pukul pitu sonten.
0,Dhayohe ditemoni bapak ana ing pendhapa.
2,Tamunipun dipunpanggihi bapak wonten ing pendhapa.
0,Bukune sing ilang ditemu adhine.
2,Bukunipun ingkang ical dipunpanggih adhinipun.
0,Pulpene sing kok-ilangake wis ora susah ditempuhi.
2,Pulpenipun ingkang sampeyan icalaken sampun boten susah dipuntempahi.
0,Praune ditempuh prahara meh wae kerem.
2,Baitanipun dipuntempuh prahara meh kemawon kerem.
0,"Mau bengi ana maling konangan, amarga sing duwe omah tengen."
1,"Mau bengi ana maling konangan, amarga sing kagungan dalem wungon."
2,"Wau dalu wonten pandung konangan, amargi ingkang gadhah griya tengen."
3,"Wau dalu wonten pandung konangan, amargi ingkang kagungan dalem wungon."
0,Gudhange diwenehi pager kawat mubeng nganti tepung.
2,Gudhangipun dipunsukani pager kawat mubeng ngantos tepang.
0,Aku wis tepung becik karo sing jaga gudhang.
2,Kula sampun tepang sae kaliyan ingkang jagi gudhang. 
0,Ana krambil garing tiba saka wit.
2,Wonten klapa garing dhawah saking wit.
0,Paman mlayu-mlayu kepleset tiba klumah.
2,Paman mlajeng-mlajeng kepleset dhawah klumah.
0,Riyayane Idul Fitri tiba dina Jumuwah.
2,Riyadinipun Idul Fitri dhawah dinten Jumuwah.
0,Isine kaset iki Tembang Gedhe Madukusama laras Pelog pathet Barang tiba gendhing Sri Widada.
2,Isinipun kaset menika Sekar Ageng Madukusama laras Pelog pathet Barang dhawah gendhing Sri Widada.
0,"Pelem kae mateng nanging dhuwur, dienteni wae satibane."
2,"Pfelem menika mateng nanging inggil, dipunentosi kemawon sadhawahipun."
0,"Satibane ing sagara, bom iku njeblug sero banget."
2,"Sadhawahipun ing saganten, bom menika njeblug sora sanget."
0,"Iki mau adhimu tiba-tiba wae, mula banjur dak-gendhong."
2,"Menika wau adhi sampeyan dhowah-dheweh kemawon, mila lajeng kula gendhong."
0,Akeh sing tilik Pak Karta ana ing rumah sakit.
2,Kathah ingkang tuwi Pak Karta wonten ing griya sakit.
0,Gedhange ditiliki jebul wis suluh.
2,Pisangipun dipuntuweni jebul sampun suluh.
0,Bu Tanti mung lunga sadina wae anggene tinggal-tinggal anake warna-warna.
2,Bu Tanti namung tindak sadinten kemawon anggenipun tilar-tilar putranipun warni-warni.
0,Rembulane wis katon bunder.
2,Rembulanipun sampun katingal bunder.
0,"Sanajan oleh biji papat bocahe wis trima, amarga garapane mula luput."
2,"Sanajan angsal biji sakawan larenipun sampun trimah, amargi garapanipun mila lepat."
0,Montor sing lawas arep dak-edol ora ana sing nuku. 
2,Montor ingkang lami bahde kula sade boten wonten ingkang numbas.
0,Bu Eni nggawa dhuwit akeh lunga menyang pasar tukone warna-warna.
1,Bu Eni ngampil dhuwit akeh tindak menyang pasar pundhutane warna-warna.
2,Bu Eni mbekta arta kathah kesah dhateng peken tumbasanipun warni-warni.
3,Bu Eni ngampil arta kathah tindak dhateng peken pundhutanipun warni-warni.
0,"Anggonmu dodolan bakal tuna, manawa pangedole sangisoring panuku."
2,"Anggen sampeyan sadean badhe tuni, manawi panyadenipun sangandhaping panumbas."
0,"Sang kusumaningtyas kontal lir kembang kentir ing madyaning warih, sun gayuh-gayuh tuna."
2,"Sang kusumaningtyas kontal kados sekar kentir ing tengahing toya, kula gayuh-gayuh tuni."
0,"Aku kabeh iki tunggal bangsa lan tunggal nagara, ayo padha bareng makarya."
2,"Kula sadaya menika tunggil bangsa tunggil nagari, mangga sami sesarengan makarya."
0,Pribadine manungsa iku sayektine dwi tunggal antarane jiwa lan raga.
2,Pribadinipun manungsa menika sayektosipun dwi tunggal antawisipun jiwa kaliyan raga.
0,Pak Murda arep lunga menyang pagunungan nunggang jaran.
1,Pak Murda arep tindak menyang pagunungan nitih titihan.
2,Pak Murda badhe kesah dhateng pareden numpak kapal.
3,Pak Murda badhe tindak dhateng pareden nitih titihan.
0,"Pamanku lagi turu, jarene arep tangi mengko jam lima."
1,"Paman adalem lagi sare, ngandikane arep wungu mengko jam lima."
2,"Paman kula saweg tilem, criyosipun badhe tangi mangke pukul gangsal. "
3,Paman adalem saweg sore ngandikanipun badhe wungu mangke pukul gangsal.
0,Bise tutug Banyumas wis bengi.
2,Bisipun dumugi ing Banyumas sampun dalu.
0,Enggone ndeleng wayang ditutugake dhisik.
2,Enggenipun ningali ringgit dipundumugekaken rumiyin.
0,Nalika mulih mau kakangmu tutur apa?
1,Nalika kondur mau ingkang raka ngandika apa?
2,Nalika mantuk wau kakang sampeyan sanjang menapa?
3,Nalika kondur wau ingkang raka ngandika menapa?
0,"Tembang iki isi pitutur, tutur tumrap pra anom kabeh."
2,"Sekar menika isi pitutur, tutur tumrap pra anem sadaya."
0,"Kowe dikon potret dhisik, enggone udhar mengko!"
1,"Panjenengan diaturi potret dhisik, enggone lukar mengko! "
2,"Sampeyan dipunken potret rumiyin, enggenipun udhar mangke!"
3,"Panjenengan dipunaturi potret rumiyin, enggenipun lukar mangke!"
0,"Bu Darmi lagi seneng atine, mula ulate sumeh."
1,"Bu Darmi lagi rena panggalihe, mula pasuryane sumeh."
2,"Bu Darmi saweg seneng manahipun, mila ulatipun sumeh."
3,"Bu Darmi saweg rena panggalihipun, mila pasuryanipun sumeh."
0,"Pak Darsana arep duwe gawe tetakan, aku dikon ulem-ulem marang tangga-tangga."
1,"Pak Darsana arep kagungan kersa supitan, adalem didhawuhi atur-atur marang tangga-tangga."
2,"Pak Darsana badhe gadhah damel tetakan, kula dipunken ulem-ulem dhateng tangga-tangga."
3,"Pak Darsana badhe kagungan kersa supitan, adalem dipundhawuhi atur-atur dhateng tangga-tangga."
0,Pak Darja mung mulih sadhela banjur lunga maneh.
1,Pak Darja mung kondur sadhela banjur tindak maneh.
2,Pak Darja namung mantuk sakedhap lajeng kesah malih.
3,Pak Darja namung kondur sakedhap lajeng tindak malih.
0,Tustel duweke Pak Daga wis diulihake.
1,Tustel kagungane Pak Darja wis dicaosake bali.
2,Tustel gadhahanipun Pak Darja sampun dipunwangsulaken.
3,Tustel kagunganipun Pak Darja sampun dipuncaosaken wangsul.
0,Kamusku dening Pak Darja wis diulihake.
1,Kamus-adalem dening Pak Darja wis diparingake bali.
2,Kamus-kula dening Pak Darja sampun dipunwangsulaken.
3,Kamus-adalem dening Pak Darja sampun dipunparingaken wangsul.
0,"Yen adhimu ora disiseni, umbele tekan ngendi-endi."
1,"Yea ingkang rayi ora disempriti, gadhinge tekan ngendi-endi."
2,"Yen rayi sampeyan mboten dipunsiseni, umbelipun dumugi pundi-pundi."
3,"Yen ingkang rayi boten dipunsempriti, gadhingipun dumugi pundi-pundi."
0,"Bojone Pak Hasan isih enom, umure kira-kira salawe taun."
1,"Garwane Pak Hasan isih timur, yuswane kira-kira salawe taun."
2,"Semahipun Pak Hasan taksih enem, umuripun kinten-kinten salangkung taun."
3,"Garwanipun Pak Hasan taksih timur, yuswanipun kinten-kinten salangkung taun."
0,"Prayogane Bu Guru kae diundang, kareben lungguh kene!"
1,"Prayogane Bu Guru kae diaturi, kersane pinarak kene!"
2,"Prayoginipun Bu Guru menika dipunundang, kajengipun lenggah ngriki!"
3,"Prayoginipun Bu Guru menika dipunaturi, kersanipun pinarak ngriki!"
0,"Dhik Sigit, kowe diundang Bu Guru, karo dikon nggawa rapor."
1,"Dhik Sigit, panjenengan ditimbali Bu Guru, karo didhawuhi ngampil rapor."
2,"Dhik Sigit, sampeyan dipunundang Bu Guru, kaliyan dipunken mbekta rapor."
3,"Dhik Sigit, panjenengan dipuntimbali Bu Guru, kaliyan dipundhawuhi ngampil rapor."
0,"Jare arep ana undhak-undhakan bayar seket presen, wiwit kapan?"
2,"Criyosipun badhe wonten indhak-indhakan bayar seket presen, wiwit benjing menapa?"
0,"Ayo munggah metu lift wae, yen liwat undhak-undhakan kesel."
2,"Mangga minggah medal lift kemawon, yen langkung undhak-undhakan kesel."
0,"Delengen, iki sirahe Dhik Hama unyeng-unyenge loro!"
1,Panjenengan priksani iki mustakane Dhik Harna panengerane loro!
2,"Sampeyan tingali, menika sirahipun Dhik Harna unyeng-unyengipun kalih!"
3,"Panjenengan priksani, menika mustakanipun Dhik Harna panengeranipun kalih!"
0,"Nalika jaman Jepang panguripanku rekasa banget, prasasat mung urip-uripan."
2,"Nalika jaman Jepang panggesangan kula rekaos sanget, prasasat namun gesang-gesangan."
